orders.brand,orders.country,orders.delivery_week,orders.dishbags,orders.product_type,orders.count_all_orders
dn,au,2022-03-07,4.0000,family,1
dn,au,2022-02-28,4.0000,family,1
dn,au,2022-02-21,4.0000,family,1
dn,au,2022-02-21,6.0000,2 person,1
dn,us,2022-02-14,5.0000,family,1
ms,us,2022-02-14,2.0000,family,1
dn,de,2022-02-14,3.0000,2 person,1
ms,se,2022-02-07,4.0000,family,88
ms,se,2022-02-07,6.0000,2 person,4
ms,nl,2022-02-07,2.0000,2 person,156
ms,de,2022-02-07,3.0000,family,441
ms,au,2022-02-07,3.0000,family,2533
ms,au,2022-02-07,4.0000,2 person,3789
ms,dk,2022-02-07,2.0000,2 person,9
ms,dk,2022-02-07,4.0000,2 person,83
ms,de,2022-02-07,2.0000,family,352
ms,us,2022-02-07,2.0000,family,2886
ms,be,2022-02-07,3.0000,family,166
ms,at,2022-02-07,2.0000,2 person,54
ms,au,2022-02-07,4.0000,family,1374
dn,au,2022-02-07,5.0000,2 person,2106
dn,de,2022-02-07,3.0000,2 person,1366
ms,au,2022-02-07,2.0000,family,1209
ms,nl,2022-02-07,2.0000,family,193
ms,au,2022-02-07,5.0000,family,593
ms,us,2022-02-07,4.0000,family,913
dn,de,2022-02-07,4.0000,2 person,484
dn,de,2022-02-07,3.0000,family,295
ms,be,2022-02-07,5.0000,2 person,74
ms,dk,2022-02-07,4.0000,family,42
ms,dk,2022-02-07,2.0000,family,21
dn,au,2022-02-07,4.0000,2 person,2888
dn,au,2022-02-07,3.0000,family,2610
ms,au,2022-02-07,2.0000,2 person,2952
ms,at,2022-02-07,2.0000,family,26
ms,nl,2022-02-07,6.0000,2 person,50
dn,us,2022-02-07,5.0000,2 person,1496
ms,dk,2022-02-07,3.0000,family,86
dn,nl,2022-02-07,5.0000,family,39
ms,be,2022-02-07,2.0000,2 person,66
ms,se,2022-02-07,3.0000,2 person,122
ms,nl,2022-02-07,3.0000,2 person,3118
ms,us,2022-02-07,5.0000,family,237
ms,nl,2022-02-07,4.0000,family,161
ms,be,2022-02-07,4.0000,2 person,311
dn,us,2022-02-07,6.0000,family,802
ms,be,2022-02-07,2.0000,family,90
dn,us,2022-02-07,4.0000,family,1490
ms,nl,2022-02-07,3.0000,family,445
ms,be,2022-02-07,4.0000,family,72
ms,at,2022-02-07,5.0000,2 person,67
dn,au,2022-02-07,5.0000,family,788
ms,at,2022-02-07,4.0000,2 person,130
ms,us,2022-02-07,6.0000,family,123
ms,de,2022-02-07,6.0000,2 person,136
ms,se,2022-02-07,2.0000,family,10
dn,de,2022-02-07,4.0000,family,95
dn,nl,2022-02-07,4.0000,2 person,109
ms,se,2022-02-07,2.0000,2 person,3
ms,dk,2022-02-07,3.0000,2 person,235
ms,dk,2022-02-07,5.0000,2 person,24
dn,nl,2022-02-07,5.0000,2 person,63
dn,us,2022-02-07,5.0000,family,661
dn,us,2022-02-07,6.0000,2 person,1271
ms,de,2022-02-07,4.0000,family,394
ms,de,2022-02-07,4.0000,2 person,1132
ms,de,2022-02-07,5.0000,2 person,412
ms,us,2022-02-07,5.0000,2 person,869
ms,be,2022-02-07,3.0000,2 person,1090
ms,at,2022-02-07,4.0000,family,34
ms,nl,2022-02-07,4.0000,2 person,714
ms,se,2022-02-07,4.0000,2 person,65
ms,au,2022-02-07,5.0000,2 person,1741
ms,au,2022-02-07,6.0000,2 person,257
ms,se,2022-02-07,5.0000,2 person,28
ms,nl,2022-02-07,5.0000,2 person,148
ms,dk,2022-02-07,6.0000,2 person,3
dn,au,2022-02-07,6.0000,family,702
ms,at,2022-02-07,3.0000,2 person,439
ms,at,2022-02-07,6.0000,2 person,22
dn,de,2022-02-07,5.0000,2 person,478
dn,nl,2022-02-07,3.0000,family,49
dn,au,2022-02-07,3.0000,2 person,6155
ms,us,2022-02-07,4.0000,2 person,3223
dn,de,2022-02-07,5.0000,family,132
dn,nl,2022-02-07,4.0000,family,23
ms,au,2022-02-07,3.0000,2 person,9266
dn,au,2022-02-07,6.0000,2 person,859
ms,at,2022-02-07,3.0000,family,37
ms,us,2022-02-07,2.0000,2 person,6135
ms,se,2022-02-07,3.0000,family,115
ms,de,2022-02-07,2.0000,2 person,468
ms,us,2022-02-07,3.0000,family,2495
dn,au,2022-02-07,4.0000,family,1468
dn,us,2022-02-07,4.0000,2 person,3526
ms,us,2022-02-07,6.0000,2 person,564
dn,nl,2022-02-07,3.0000,2 person,279
ms,be,2022-02-07,6.0000,2 person,22
ms,us,2022-02-07,3.0000,2 person,10920
dn,us,2022-02-07,3.0000,family,4501
ms,de,2022-02-07,3.0000,2 person,3331
dn,us,2022-02-07,3.0000,2 person,11557
ms,au,2022-01-31,2.0000,2 person,3813
ms,dk,2022-01-31,5.0000,2 person,41
ms,dk,2022-01-31,2.0000,2 person,4
dn,us,2022-01-31,3.0000,2 person,16516
dn,us,2022-01-31,5.0000,family,1008
dn,us,2022-01-31,6.0000,family,1134
ms,at,2022-01-31,3.0000,2 person,669
ms,be,2022-01-31,4.0000,2 person,480
ms,au,2022-01-31,5.0000,family,907
ms,us,2022-01-31,4.0000,family,1255
dn,us,2022-01-31,6.0000,2 person,1865
ms,at,2022-01-31,3.0000,family,69
dn,de,2022-01-31,4.0000,2 person,552
ms,at,2022-01-31,4.0000,family,55
dn,de,2022-01-31,4.0000,family,118
ms,us,2022-01-31,2.0000,family,4018
ms,at,2022-01-31,2.0000,family,53
dn,au,2022-01-31,4.0000,2 person,4210
dn,de,2022-01-31,5.0000,family,157
ms,nl,2022-01-31,3.0000,family,917
ms,au,2022-01-31,3.0000,family,3154
ms,us,2022-01-31,6.0000,2 person,741
ms,nl,2022-01-31,6.0000,2 person,119
ms,au,2022-01-31,2.0000,family,1484
dn,au,2022-01-31,6.0000,2 person,1385
ms,us,2022-01-31,4.0000,2 person,4483
dn,us,2022-01-31,4.0000,family,2035
dn,nl,2022-01-31,4.0000,2 person,160
dn,us,2022-01-31,5.0000,2 person,2164
ms,se,2022-01-31,6.0000,2 person,5
ms,de,2022-01-31,3.0000,2 person,5414
ms,nl,2022-01-31,5.0000,2 person,336
dn,nl,2022-01-31,3.0000,family,76
ms,be,2022-01-31,3.0000,family,247
ms,at,2022-01-31,5.0000,2 person,77
ms,se,2022-01-31,4.0000,family,153
ms,se,2022-01-31,2.0000,family,28
ms,dk,2022-01-31,4.0000,family,71
dn,nl,2022-01-31,3.0000,2 person,449
ms,be,2022-01-31,6.0000,2 person,39
dn,au,2022-01-31,4.0000,family,2174
dn,au,2022-01-31,3.0000,2 person,8675
ms,de,2022-01-31,5.0000,2 person,591
dn,au,2022-01-31,6.0000,family,1041
ms,au,2022-01-31,6.0000,2 person,446
ms,de,2022-01-31,2.0000,family,639
ms,nl,2022-01-31,2.0000,2 person,286
ms,be,2022-01-31,2.0000,2 person,113
ms,se,2022-01-31,2.0000,2 person,8
ms,nl,2022-01-31,2.0000,family,408
ms,us,2022-01-31,3.0000,2 person,15456
ms,de,2022-01-31,4.0000,family,549
ms,be,2022-01-31,5.0000,2 person,121
ms,dk,2022-01-31,2.0000,family,22
ms,dk,2022-01-31,6.0000,2 person,7
ms,nl,2022-01-31,4.0000,2 person,1397
dn,us,2022-01-31,4.0000,2 person,4983
dn,de,2022-01-31,3.0000,2 person,1544
ms,be,2022-01-31,3.0000,2 person,1584
ms,se,2022-01-31,3.0000,family,180
ms,be,2022-01-31,2.0000,family,158
ms,se,2022-01-31,4.0000,2 person,87
ms,de,2022-01-31,6.0000,2 person,225
ms,de,2022-01-31,2.0000,2 person,667
dn,nl,2022-01-31,5.0000,2 person,98
ms,us,2022-01-31,5.0000,2 person,1182
dn,us,2022-01-31,3.0000,family,6251
ms,us,2022-01-31,5.0000,family,318
ms,us,2022-01-31,6.0000,family,162
dn,nl,2022-01-31,5.0000,family,50
ms,nl,2022-01-31,4.0000,family,372
ms,au,2022-01-31,4.0000,family,1813
ms,au,2022-01-31,3.0000,2 person,11916
ms,se,2022-01-31,3.0000,2 person,181
dn,au,2022-01-31,3.0000,family,3593
dn,de,2022-01-31,3.0000,family,353
ms,de,2022-01-31,4.0000,2 person,1560
ms,at,2022-01-31,4.0000,2 person,164
dn,au,2022-01-31,5.0000,2 person,3167
ms,be,2022-01-31,4.0000,family,132
ms,au,2022-01-31,5.0000,2 person,2578
ms,de,2022-01-31,3.0000,family,739
ms,nl,2022-01-31,3.0000,2 person,5754
ms,dk,2022-01-31,4.0000,2 person,124
dn,de,2022-01-31,5.0000,2 person,524
ms,us,2022-01-31,2.0000,2 person,8839
ms,at,2022-01-31,6.0000,2 person,37
ms,au,2022-01-31,4.0000,2 person,5081
ms,us,2022-01-31,3.0000,family,3397
ms,dk,2022-01-31,3.0000,2 person,365
ms,se,2022-01-31,5.0000,2 person,54
dn,nl,2022-01-31,4.0000,family,37
dn,au,2022-01-31,5.0000,family,1288
ms,at,2022-01-31,2.0000,2 person,69
ms,dk,2022-01-31,3.0000,family,136
ms,dk,2022-01-24,3.0000,family,116
ms,at,2022-01-24,3.0000,2 person,656
ms,at,2022-01-24,4.0000,family,47
ms,us,2022-01-24,3.0000,family,3260
ms,at,2022-01-24,4.0000,2 person,150
ms,nl,2022-01-24,5.0000,2 person,313
ms,de,2022-01-24,3.0000,2 person,5327
ms,be,2022-01-24,3.0000,2 person,1570
ms,dk,2022-01-24,2.0000,family,28
dn,de,2022-01-24,3.0000,family,366
ms,se,2022-01-24,4.0000,2 person,77
ms,be,2022-01-24,5.0000,2 person,111
dn,us,2022-01-24,3.0000,2 person,15707
ms,nl,2022-01-24,2.0000,2 person,237
ms,be,2022-01-24,4.0000,family,134
ms,us,2022-01-24,4.0000,family,1192
dn,au,2022-01-24,4.0000,family,1948
ms,se,2022-01-24,3.0000,family,161
ms,de,2022-01-24,5.0000,2 person,600
ms,au,2022-01-24,3.0000,family,2706
ms,at,2022-01-24,2.0000,2 person,78
dn,de,2022-01-24,5.0000,family,145
ms,de,2022-01-24,2.0000,family,598
ms,se,2022-01-24,2.0000,2 person,3
ms,nl,2022-01-24,4.0000,family,375
ms,us,2022-01-24,2.0000,2 person,8285
ms,de,2022-01-24,3.0000,family,689
ms,be,2022-01-24,2.0000,2 person,99
ms,nl,2022-01-24,3.0000,family,950
dn,us,2022-01-24,4.0000,2 person,4928
dn,us,2022-01-24,5.0000,2 person,2207
ms,us,2022-01-24,2.0000,family,3786
ms,au,2022-01-24,4.0000,family,1502
ms,dk,2022-01-24,5.0000,2 person,38
dn,us,2022-01-24,4.0000,family,1962
dn,au,2022-01-24,4.0000,2 person,3818
ms,be,2022-01-24,3.0000,family,255
ms,se,2022-01-24,5.0000,2 person,45
ms,us,2022-01-24,5.0000,2 person,1125
dn,us,2022-01-24,3.0000,family,5948
ms,se,2022-01-24,2.0000,family,19
ms,se,2022-01-24,6.0000,2 person,4
ms,nl,2022-01-24,6.0000,2 person,121
ms,dk,2022-01-24,2.0000,2 person,11
dn,de,2022-01-24,5.0000,2 person,523
dn,de,2022-01-24,3.0000,2 person,1538
dn,nl,2022-01-24,3.0000,family,77
ms,au,2022-01-24,6.0000,2 person,385
dn,nl,2022-01-24,5.0000,2 person,92
ms,nl,2022-01-24,4.0000,2 person,1422
ms,se,2022-01-24,3.0000,2 person,166
ms,at,2022-01-24,3.0000,family,66
ms,us,2022-01-24,3.0000,2 person,14449
ms,de,2022-01-24,2.0000,2 person,522
ms,nl,2022-01-24,2.0000,family,397
ms,dk,2022-01-24,6.0000,2 person,3
ms,au,2022-01-24,4.0000,2 person,4459
ms,au,2022-01-24,3.0000,2 person,10590
ms,au,2022-01-24,5.0000,2 person,2357
ms,au,2022-01-24,2.0000,family,1269
ms,au,2022-01-24,2.0000,2 person,3426
dn,au,2022-01-24,3.0000,family,3187
dn,de,2022-01-24,4.0000,family,136
ms,de,2022-01-24,4.0000,2 person,1490
ms,de,2022-01-24,4.0000,family,528
ms,dk,2022-01-24,4.0000,family,61
ms,dk,2022-01-24,3.0000,2 person,330
ms,se,2022-01-24,4.0000,family,126
dn,de,2022-01-24,4.0000,2 person,578
ms,de,2022-01-24,6.0000,2 person,240
ms,at,2022-01-24,6.0000,2 person,39
dn,nl,2022-01-24,4.0000,family,47
dn,nl,2022-01-24,5.0000,family,45
dn,au,2022-01-24,5.0000,family,1237
dn,nl,2022-01-24,4.0000,2 person,163
dn,nl,2022-01-24,3.0000,2 person,411
ms,at,2022-01-24,5.0000,2 person,86
ms,at,2022-01-24,2.0000,family,52
ms,us,2022-01-24,4.0000,2 person,4222
ms,au,2022-01-24,5.0000,family,844
ms,us,2022-01-24,6.0000,2 person,715
dn,us,2022-01-24,6.0000,family,1124
ms,dk,2022-01-24,4.0000,2 person,118
ms,us,2022-01-24,6.0000,family,158
dn,us,2022-01-24,5.0000,family,976
ms,us,2022-01-24,5.0000,family,295
dn,us,2022-01-24,6.0000,2 person,1820
dn,au,2022-01-24,6.0000,family,906
ms,be,2022-01-24,6.0000,2 person,38
ms,be,2022-01-24,2.0000,family,169
dn,au,2022-01-24,5.0000,2 person,2942
ms,nl,2022-01-24,3.0000,2 person,5687
ms,be,2022-01-24,4.0000,2 person,459
dn,au,2022-01-24,6.0000,2 person,1289
dn,au,2022-01-24,3.0000,2 person,7936
ms,us,2022-01-17,6.0000,2 person,673
ms,au,2022-01-17,6.0000,2 person,347
ms,us,2022-01-17,5.0000,family,268
ms,se,2022-01-17,4.0000,family,116
ms,at,2022-01-17,4.0000,2 person,155
ms,au,2022-01-17,2.0000,family,1146
ms,nl,2022-01-17,2.0000,2 person,260
ms,us,2022-01-17,3.0000,2 person,13443
dn,de,2022-01-17,3.0000,family,331
ms,nl,2022-01-17,2.0000,family,405
ms,de,2022-01-17,3.0000,2 person,5337
dn,de,2022-01-17,3.0000,2 person,1481
ms,be,2022-01-17,2.0000,family,172
ms,dk,2022-01-17,2.0000,family,31
ms,au,2022-01-17,5.0000,2 person,2150
ms,de,2022-01-17,4.0000,family,526
dn,de,2022-01-17,5.0000,family,130
dn,au,2022-01-17,5.0000,family,1097
ms,nl,2022-01-17,3.0000,2 person,5687
ms,us,2022-01-17,4.0000,family,1131
dn,au,2022-01-17,6.0000,2 person,1238
ms,us,2022-01-17,6.0000,family,146
ms,au,2022-01-17,2.0000,2 person,3179
dn,au,2022-01-17,3.0000,2 person,7670
dn,nl,2022-01-17,5.0000,family,43
dn,us,2022-01-17,3.0000,family,5622
ms,at,2022-01-17,2.0000,2 person,73
ms,us,2022-01-17,2.0000,family,3536
dn,au,2022-01-17,4.0000,family,1751
dn,us,2022-01-17,6.0000,family,1039
dn,us,2022-01-17,4.0000,family,1829
ms,dk,2022-01-17,5.0000,2 person,40
dn,us,2022-01-17,6.0000,2 person,1643
ms,se,2022-01-17,4.0000,2 person,80
ms,nl,2022-01-17,4.0000,2 person,1405
ms,us,2022-01-17,3.0000,family,3079
ms,at,2022-01-17,5.0000,2 person,79
dn,us,2022-01-17,5.0000,family,916
dn,nl,2022-01-17,4.0000,family,35
dn,us,2022-01-17,4.0000,2 person,4563
ms,nl,2022-01-17,3.0000,family,964
ms,at,2022-01-17,4.0000,family,53
ms,at,2022-01-17,3.0000,2 person,616
ms,dk,2022-01-17,6.0000,2 person,3
ms,au,2022-01-17,4.0000,family,1372
dn,de,2022-01-17,4.0000,2 person,529
ms,au,2022-01-17,5.0000,family,768
ms,nl,2022-01-17,6.0000,2 person,97
ms,se,2022-01-17,3.0000,2 person,135
ms,be,2022-01-17,3.0000,2 person,1574
dn,au,2022-01-17,4.0000,2 person,3664
dn,nl,2022-01-17,3.0000,2 person,417
ms,de,2022-01-17,4.0000,2 person,1420
ms,dk,2022-01-17,3.0000,2 person,333
ms,be,2022-01-17,3.0000,family,258
ms,us,2022-01-17,2.0000,2 person,7772
ms,dk,2022-01-17,2.0000,2 person,8
ms,nl,2022-01-17,4.0000,family,362
dn,nl,2022-01-17,3.0000,family,75
ms,nl,2022-01-17,5.0000,2 person,292
ms,se,2022-01-17,6.0000,2 person,6
dn,au,2022-01-17,5.0000,2 person,2814
dn,de,2022-01-17,4.0000,family,124
dn,au,2022-01-17,6.0000,family,875
ms,se,2022-01-17,2.0000,2 person,4
ms,be,2022-01-17,6.0000,2 person,33
ms,us,2022-01-17,5.0000,2 person,996
ms,be,2022-01-17,4.0000,2 person,474
ms,be,2022-01-17,4.0000,family,123
ms,de,2022-01-17,5.0000,2 person,579
ms,dk,2022-01-17,3.0000,family,120
ms,at,2022-01-17,6.0000,2 person,30
ms,be,2022-01-17,5.0000,2 person,117
ms,au,2022-01-17,3.0000,2 person,10100
ms,at,2022-01-17,2.0000,family,50
ms,se,2022-01-17,5.0000,2 person,39
ms,au,2022-01-17,3.0000,family,2401
ms,au,2022-01-17,4.0000,2 person,4290
dn,au,2022-01-17,3.0000,family,2939
dn,us,2022-01-17,5.0000,2 person,2113
ms,dk,2022-01-17,4.0000,2 person,116
ms,de,2022-01-17,2.0000,2 person,517
ms,se,2022-01-17,3.0000,family,128
ms,at,2022-01-17,3.0000,family,63
dn,nl,2022-01-17,4.0000,2 person,175
ms,de,2022-01-17,6.0000,2 person,208
ms,be,2022-01-17,2.0000,2 person,101
dn,us,2022-01-17,3.0000,2 person,15003
ms,de,2022-01-17,2.0000,family,587
ms,us,2022-01-17,4.0000,2 person,3914
ms,de,2022-01-17,3.0000,family,696
dn,de,2022-01-17,5.0000,2 person,474
ms,dk,2022-01-17,4.0000,family,77
dn,nl,2022-01-17,5.0000,2 person,85
ms,se,2022-01-17,2.0000,family,10
ms,be,2022-01-10,4.0000,family,119
ms,dk,2022-01-10,5.0000,2 person,41
ms,at,2022-01-10,3.0000,family,63
dn,nl,2022-01-10,4.0000,2 person,182
ms,at,2022-01-10,4.0000,2 person,136
ms,au,2022-01-10,5.0000,2 person,1918
dn,au,2022-01-10,4.0000,family,1589
ms,dk,2022-01-10,4.0000,family,74
ms,be,2022-01-10,2.0000,family,172
ms,se,2022-01-10,5.0000,2 person,25
dn,au,2022-01-10,6.0000,2 person,1084
dn,au,2022-01-10,3.0000,2 person,6962
dn,de,2022-01-10,4.0000,2 person,542
ms,dk,2022-01-10,4.0000,2 person,97
ms,dk,2022-01-10,2.0000,2 person,7
ms,de,2022-01-10,3.0000,family,642
ms,de,2022-01-10,2.0000,2 person,530
ms,de,2022-01-10,3.0000,2 person,5051
dn,us,2022-01-10,4.0000,2 person,4135
dn,de,2022-01-10,4.0000,family,100
dn,us,2022-01-10,3.0000,2 person,14078
ms,be,2022-01-10,3.0000,2 person,1643
ms,at,2022-01-10,4.0000,family,42
dn,us,2022-01-10,3.0000,family,5045
dn,us,2022-01-10,4.0000,family,1627
ms,us,2022-01-10,2.0000,family,3245
ms,be,2022-01-10,3.0000,family,255
ms,de,2022-01-10,2.0000,family,579
dn,nl,2022-01-10,5.0000,family,38
dn,de,2022-01-10,5.0000,family,118
ms,at,2022-01-10,5.0000,2 person,87
ms,se,2022-01-10,3.0000,family,99
ms,se,2022-01-10,2.0000,2 person,4
ms,nl,2022-01-10,3.0000,2 person,5668
ms,au,2022-01-10,4.0000,2 person,3781
ms,se,2022-01-10,4.0000,family,95
ms,dk,2022-01-10,2.0000,family,28
dn,au,2022-01-10,3.0000,family,2644
ms,us,2022-01-10,2.0000,2 person,7143
dn,au,2022-01-10,5.0000,family,977
dn,us,2022-01-10,6.0000,family,861
ms,au,2022-01-10,2.0000,family,1084
dn,de,2022-01-10,3.0000,2 person,1370
ms,be,2022-01-10,5.0000,2 person,112
dn,us,2022-01-10,6.0000,2 person,1464
ms,us,2022-01-10,5.0000,family,233
ms,au,2022-01-10,4.0000,family,1143
ms,be,2022-01-10,2.0000,2 person,108
ms,at,2022-01-10,3.0000,2 person,580
dn,au,2022-01-10,5.0000,2 person,2596
ms,se,2022-01-10,2.0000,family,8
ms,se,2022-01-10,4.0000,2 person,62
ms,us,2022-01-10,3.0000,family,2707
ms,nl,2022-01-10,4.0000,2 person,1343
ms,au,2022-01-10,3.0000,family,2014
dn,de,2022-01-10,5.0000,2 person,447
ms,nl,2022-01-10,6.0000,2 person,95
ms,se,2022-01-10,6.0000,2 person,4
dn,de,2022-01-10,3.0000,family,320
ms,at,2022-01-10,6.0000,2 person,27
ms,au,2022-01-10,2.0000,2 person,2954
ms,au,2022-01-10,3.0000,2 person,8690
ms,us,2022-01-10,6.0000,2 person,641
ms,nl,2022-01-10,4.0000,family,336
dn,nl,2022-01-10,3.0000,2 person,389
ms,dk,2022-01-10,3.0000,family,108
ms,dk,2022-01-10,3.0000,2 person,304
ms,us,2022-01-10,6.0000,family,137
dn,us,2022-01-10,5.0000,2 person,1891
ms,de,2022-01-10,4.0000,2 person,1363
ms,be,2022-01-10,6.0000,2 person,35
ms,nl,2022-01-10,3.0000,family,906
ms,nl,2022-01-10,2.0000,2 person,272
ms,se,2022-01-10,3.0000,2 person,141
ms,de,2022-01-10,5.0000,2 person,561
ms,be,2022-01-10,4.0000,2 person,462
ms,nl,2022-01-10,5.0000,2 person,308
ms,nl,2022-01-10,2.0000,family,403
ms,at,2022-01-10,2.0000,family,45
ms,us,2022-01-10,5.0000,2 person,857
dn,nl,2022-01-10,5.0000,2 person,71
ms,au,2022-01-10,6.0000,2 person,325
ms,us,2022-01-10,4.0000,2 person,3464
ms,de,2022-01-10,6.0000,2 person,199
dn,au,2022-01-10,4.0000,2 person,3402
ms,de,2022-01-10,4.0000,family,525
dn,us,2022-01-10,5.0000,family,798
ms,au,2022-01-10,5.0000,family,622
ms,dk,2022-01-10,6.0000,2 person,4
ms,at,2022-01-10,2.0000,2 person,70
dn,au,2022-01-10,6.0000,family,719
dn,nl,2022-01-10,4.0000,family,34
dn,nl,2022-01-10,3.0000,family,73
ms,us,2022-01-10,3.0000,2 person,11753
ms,us,2022-01-10,4.0000,family,1009
ms,dk,2022-01-03,4.0000,2 person,81
ms,se,2022-01-03,5.0000,2 person,17
ms,us,2022-01-03,4.0000,2 person,3195
dn,us,2022-01-03,4.0000,2 person,3710
dn,au,2022-01-03,6.0000,family,609
dn,us,2022-01-03,4.0000,family,1399
dn,au,2022-01-03,3.0000,2 person,5795
ms,de,2022-01-03,5.0000,2 person,489
ms,at,2022-01-03,3.0000,family,48
ms,au,2022-01-03,6.0000,2 person,256
ms,be,2022-01-03,3.0000,2 person,1421
dn,au,2022-01-03,5.0000,family,780
ms,de,2022-01-03,2.0000,2 person,448
ms,de,2022-01-03,6.0000,2 person,189
ms,se,2022-01-03,4.0000,family,56
ms,at,2022-01-03,4.0000,family,35
ms,be,2022-01-03,4.0000,2 person,367
ms,au,2022-01-03,5.0000,family,473
ms,dk,2022-01-03,6.0000,2 person,3
ms,au,2022-01-03,2.0000,2 person,2348
ms,se,2022-01-03,6.0000,2 person,3
dn,us,2022-01-03,5.0000,family,635
ms,nl,2022-01-03,3.0000,2 person,5073
ms,us,2022-01-03,3.0000,family,2479
ms,dk,2022-01-03,2.0000,2 person,5
ms,se,2022-01-03,3.0000,2 person,90
ms,be,2022-01-03,4.0000,family,93
ms,us,2022-01-03,2.0000,family,3048
dn,au,2022-01-03,3.0000,family,2143
dn,nl,2022-01-03,5.0000,family,26
dn,nl,2022-01-03,4.0000,2 person,108
ms,au,2022-01-03,3.0000,family,1590
ms,at,2022-01-03,5.0000,2 person,54
ms,au,2022-01-03,3.0000,2 person,6705
dn,nl,2022-01-03,5.0000,2 person,60
ms,at,2022-01-03,3.0000,2 person,455
ms,dk,2022-01-03,2.0000,family,27
dn,de,2022-01-03,4.0000,2 person,398
dn,de,2022-01-03,3.0000,2 person,1064
dn,au,2022-01-03,5.0000,2 person,2111
dn,au,2022-01-03,4.0000,2 person,2773
dn,us,2022-01-03,3.0000,2 person,13171
dn,de,2022-01-03,4.0000,family,87
ms,de,2022-01-03,2.0000,family,461
ms,nl,2022-01-03,2.0000,family,299
ms,us,2022-01-03,6.0000,family,128
ms,dk,2022-01-03,3.0000,2 person,219
dn,us,2022-01-03,3.0000,family,4571
ms,de,2022-01-03,3.0000,2 person,4281
dn,us,2022-01-03,6.0000,family,722
ms,us,2022-01-03,5.0000,2 person,840
ms,se,2022-01-03,3.0000,family,71
ms,us,2022-01-03,5.0000,family,203
ms,au,2022-01-03,5.0000,2 person,1436
ms,us,2022-01-03,6.0000,2 person,667
ms,us,2022-01-03,4.0000,family,968
ms,se,2022-01-03,2.0000,family,8
dn,au,2022-01-03,6.0000,2 person,873
ms,be,2022-01-03,3.0000,family,195
ms,dk,2022-01-03,3.0000,family,89
ms,dk,2022-01-03,4.0000,family,59
dn,us,2022-01-03,6.0000,2 person,1282
ms,au,2022-01-03,4.0000,2 person,2861
ms,de,2022-01-03,4.0000,2 person,1246
ms,nl,2022-01-03,5.0000,2 person,288
ms,at,2022-01-03,2.0000,2 person,69
dn,de,2022-01-03,5.0000,2 person,319
ms,nl,2022-01-03,4.0000,family,289
ms,at,2022-01-03,2.0000,family,31
ms,dk,2022-01-03,5.0000,2 person,24
ms,be,2022-01-03,2.0000,2 person,86
ms,be,2022-01-03,5.0000,2 person,93
dn,de,2022-01-03,5.0000,family,95
dn,de,2022-01-03,3.0000,family,255
ms,nl,2022-01-03,3.0000,family,728
dn,us,2022-01-03,5.0000,2 person,1719
dn,nl,2022-01-03,3.0000,family,51
ms,at,2022-01-03,4.0000,2 person,114
ms,be,2022-01-03,2.0000,family,123
ms,nl,2022-01-03,4.0000,2 person,1215
ms,de,2022-01-03,4.0000,family,477
ms,be,2022-01-03,6.0000,2 person,36
ms,us,2022-01-03,3.0000,2 person,10827
dn,nl,2022-01-03,3.0000,2 person,284
ms,se,2022-01-03,4.0000,2 person,42
ms,at,2022-01-03,6.0000,2 person,34
ms,au,2022-01-03,2.0000,family,897
ms,nl,2022-01-03,6.0000,2 person,94
ms,se,2022-01-03,2.0000,2 person,2
dn,au,2022-01-03,4.0000,family,1284
ms,us,2022-01-03,2.0000,2 person,6412
ms,au,2022-01-03,4.0000,family,888
dn,nl,2022-01-03,4.0000,family,13
ms,nl,2022-01-03,2.0000,2 person,230
ms,de,2022-01-03,3.0000,family,564
ms,at,2021-12-27,2.0000,2 person,58
dn,us,2021-12-27,4.0000,family,958
ms,at,2021-12-27,3.0000,2 person,389
dn,au,2021-12-27,5.0000,2 person,1486
ms,dk,2021-12-27,5.0000,2 person,9
ms,dk,2021-12-27,3.0000,2 person,107
ms,us,2021-12-27,6.0000,2 person,631
ms,au,2021-12-27,4.0000,family,637
dn,au,2021-12-27,4.0000,2 person,1968
dn,nl,2021-12-27,4.0000,family,10
ms,de,2021-12-27,3.0000,2 person,2797
ms,de,2021-12-27,3.0000,family,426
ms,au,2021-12-27,5.0000,family,337
ms,be,2021-12-27,6.0000,2 person,24
ms,se,2021-12-27,4.0000,2 person,27
ms,at,2021-12-27,5.0000,2 person,53
ms,de,2021-12-27,4.0000,family,362
dn,au,2021-12-27,6.0000,family,442
ms,au,2021-12-27,5.0000,2 person,965
ms,de,2021-12-27,4.0000,2 person,889
ms,us,2021-12-27,5.0000,2 person,740
ms,nl,2021-12-27,2.0000,2 person,236
ms,us,2021-12-27,5.0000,family,199
ms,de,2021-12-27,2.0000,2 person,371
ms,se,2021-12-27,4.0000,family,20
ms,us,2021-12-27,2.0000,2 person,4796
ms,nl,2021-12-27,4.0000,2 person,883
ms,at,2021-12-27,2.0000,family,27
ms,au,2021-12-27,4.0000,2 person,1889
dn,nl,2021-12-27,5.0000,family,19
dn,au,2021-12-27,3.0000,family,1585
ms,nl,2021-12-27,3.0000,2 person,3617
ms,dk,2021-12-27,6.0000,2 person,3
dn,de,2021-12-27,5.0000,family,59
ms,dk,2021-12-27,4.0000,family,20
dn,nl,2021-12-27,4.0000,2 person,65
ms,dk,2021-12-27,4.0000,2 person,34
ms,dk,2021-12-27,3.0000,family,36
