orders.brand,orders.country,orders.delivery_week,orders.dishbags,orders.product_type,orders.count_all_orders
ms,at,2017-03-20,2.0000,family,19
ms,us,2017-03-20,44.0000,z_amazon,1
ms,us,2017-03-20,3.0000,family,266
ms,us,2017-03-20,94.0000,z_amazon,1
ms,de,2017-03-20,3.0000,family,180
ms,be,2017-03-20,4.0000,2 person,72
ms,au,2017-03-20,6.0000,2 person,61
ms,at,2017-03-20,2.0000,2 person,70
ms,us,2017-03-20,4.0000,family,71
ms,us,2017-03-20,6.0000,2 person,29
ms,nl,2017-03-20,2.0000,2 person,110
ms,nl,2017-03-20,6.0000,2 person,75
ms,at,2017-03-20,4.0000,family,20
ms,be,2017-03-20,6.0000,2 person,10
ms,de,2017-03-20,3.0000,2 person,796
ms,de,2017-03-20,4.0000,2 person,302
ms,be,2017-03-20,3.0000,2 person,377
ms,au,2017-03-20,4.0000,2 person,669
ms,au,2017-03-20,2.0000,family,214
ms,nl,2017-03-20,3.0000,2 person,2167
ms,de,2017-03-20,2.0000,family,88
ms,us,2017-03-20,5.0000,2 person,40
ms,be,2017-03-20,2.0000,2 person,45
ms,us,2017-03-20,46.0000,z_amazon,1
ms,us,2017-03-20,71.0000,z_amazon,1
ms,au,2017-03-20,5.0000,2 person,67
ms,at,2017-03-20,4.0000,2 person,60
ms,nl,2017-03-20,5.0000,2 person,43
ms,at,2017-03-20,3.0000,2 person,328
ms,us,2017-03-20,324.0000,z_amazon,1
ms,at,2017-03-20,5.0000,2 person,9
ms,at,2017-03-20,6.0000,2 person,8
ms,de,2017-03-13,6.0000,2 person,60
ms,us,2017-03-13,70.0000,z_amazon,1
ms,us,2017-03-13,2.0000,2 person,1486
ms,au,2017-03-13,4.0000,2 person,653
ms,au,2017-03-13,3.0000,2 person,2346
ms,us,2017-03-13,4.0000,2 person,366
ms,us,2017-03-13,2.0000,family,679
ms,at,2017-03-13,3.0000,2 person,331
ms,de,2017-03-13,3.0000,family,190
ms,nl,2017-03-13,3.0000,2 person,2039
ms,au,2017-03-13,6.0000,2 person,73
ms,be,2017-03-13,3.0000,2 person,368
ms,at,2017-03-13,6.0000,2 person,12
ms,nl,2017-03-13,6.0000,2 person,77
ms,be,2017-03-13,3.0000,family,60
ms,us,2017-03-13,3.0000,family,223
ms,au,2017-03-13,5.0000,2 person,62
ms,at,2017-03-13,2.0000,family,16
ms,at,2017-03-13,4.0000,family,17
ms,us,2017-03-13,6.0000,2 person,22
ms,nl,2017-03-13,4.0000,family,49
ms,be,2017-03-13,4.0000,family,18
ms,au,2017-03-13,4.0000,family,295
ms,de,2017-03-13,2.0000,family,105
ms,au,2017-03-13,2.0000,family,211
ms,us,2017-03-13,210.0000,z_amazon,1
ms,nl,2017-03-13,3.0000,family,252
ms,au,2017-03-13,3.0000,family,342
ms,de,2017-03-13,4.0000,2 person,322
ms,at,2017-03-13,3.0000,family,32
ms,at,2017-03-13,2.0000,2 person,61
ms,us,2017-03-13,198.0000,z_amazon,1
ms,nl,2017-03-13,2.0000,family,111
ms,de,2017-03-13,2.0000,2 person,486
ms,au,2017-03-13,2.0000,2 person,497
ms,us,2017-03-13,4.0000,family,67
ms,nl,2017-03-13,5.0000,2 person,43
ms,de,2017-03-13,4.0000,family,73
ms,us,2017-03-13,44.0000,z_amazon,1
ms,nl,2017-03-13,4.0000,2 person,286
ms,be,2017-03-13,2.0000,2 person,33
ms,us,2017-03-13,5.0000,2 person,23
ms,at,2017-03-13,4.0000,2 person,74
ms,de,2017-03-13,3.0000,2 person,775
ms,be,2017-03-13,2.0000,family,47
ms,be,2017-03-13,4.0000,2 person,79
ms,at,2017-03-13,5.0000,2 person,8
ms,nl,2017-03-13,2.0000,2 person,110
ms,be,2017-03-13,6.0000,2 person,8
ms,us,2017-03-13,148.0000,z_amazon,1
ms,us,2017-03-13,3.0000,2 person,2399
ms,be,2017-03-13,5.0000,2 person,5
ms,de,2017-03-13,5.0000,2 person,49
ms,us,2017-03-13,94.0000,z_amazon,1
ms,nl,2017-03-06,3.0000,2 person,1926
ms,at,2017-03-06,2.0000,2 person,72
ms,us,2017-03-06,4.0000,2 person,356
ms,be,2017-03-06,5.0000,2 person,4
ms,au,2017-03-06,2.0000,family,195
ms,au,2017-03-06,2.0000,2 person,489
ms,nl,2017-03-06,5.0000,2 person,30
ms,at,2017-03-06,4.0000,family,21
ms,at,2017-03-06,4.0000,2 person,69
ms,de,2017-03-06,6.0000,2 person,46
ms,be,2017-03-06,3.0000,family,73
ms,au,2017-03-06,5.0000,2 person,56
ms,be,2017-03-06,2.0000,2 person,30
ms,at,2017-03-06,6.0000,2 person,10
ms,au,2017-03-06,6.0000,2 person,63
ms,au,2017-03-06,3.0000,2 person,2335
ms,nl,2017-03-06,4.0000,2 person,248
ms,nl,2017-03-06,4.0000,family,43
ms,be,2017-03-06,4.0000,family,24
ms,au,2017-03-06,3.0000,family,329
ms,de,2017-03-06,3.0000,family,183
ms,de,2017-03-06,5.0000,2 person,38
ms,us,2017-03-06,3.0000,2 person,2378
ms,us,2017-03-06,160.0000,z_amazon,1
ms,de,2017-03-06,4.0000,family,65
ms,nl,2017-03-06,2.0000,2 person,104
ms,be,2017-03-06,3.0000,2 person,331
ms,au,2017-03-06,4.0000,family,279
ms,at,2017-03-06,2.0000,family,7
ms,at,2017-03-06,3.0000,2 person,340
ms,be,2017-03-06,2.0000,family,43
ms,us,2017-03-06,62.0000,z_amazon,1
ms,us,2017-03-06,124.0000,z_amazon,1
ms,at,2017-03-06,3.0000,family,27
ms,au,2017-03-06,6.0000,family,2
ms,au,2017-03-06,4.0000,2 person,635
ms,be,2017-03-06,4.0000,2 person,63
ms,nl,2017-03-06,3.0000,family,269
ms,us,2017-03-06,2.0000,2 person,1479
ms,de,2017-03-06,2.0000,family,101
ms,de,2017-03-06,4.0000,2 person,278
ms,nl,2017-03-06,6.0000,2 person,73
ms,us,2017-03-06,5.0000,2 person,21
ms,de,2017-03-06,3.0000,2 person,714
ms,be,2017-03-06,6.0000,2 person,8
ms,us,2017-03-06,4.0000,family,69
ms,nl,2017-03-06,2.0000,family,129
ms,de,2017-03-06,2.0000,2 person,467
ms,at,2017-03-06,5.0000,2 person,9
ms,us,2017-03-06,6.0000,2 person,19
ms,us,2017-03-06,2.0000,family,580
ms,us,2017-03-06,3.0000,family,267
ms,au,2017-02-27,6.0000,2 person,57
ms,nl,2017-02-27,5.0000,2 person,37
ms,au,2017-02-27,2.0000,family,173
ms,au,2017-02-27,4.0000,2 person,595
ms,us,2017-02-27,4.0000,family,83
ms,us,2017-02-27,2.0000,family,688
ms,at,2017-02-27,4.0000,2 person,64
ms,us,2017-02-27,4.0000,2 person,392
ms,be,2017-02-27,3.0000,2 person,337
ms,de,2017-02-27,3.0000,2 person,782
ms,be,2017-02-27,4.0000,family,17
ms,at,2017-02-27,3.0000,family,36
ms,au,2017-02-27,5.0000,2 person,41
ms,de,2017-02-27,6.0000,2 person,39
ms,be,2017-02-27,4.0000,2 person,71
ms,nl,2017-02-27,3.0000,2 person,1969
ms,be,2017-02-27,6.0000,2 person,12
ms,be,2017-02-27,2.0000,family,38
ms,de,2017-02-27,4.0000,family,63
ms,de,2017-02-27,4.0000,2 person,313
ms,nl,2017-02-27,4.0000,2 person,262
ms,de,2017-02-27,3.0000,family,161
ms,at,2017-02-27,5.0000,2 person,11
ms,nl,2017-02-27,2.0000,2 person,109
ms,nl,2017-02-27,3.0000,family,230
ms,de,2017-02-27,5.0000,2 person,61
ms,us,2017-02-27,2.0000,2 person,1595
ms,at,2017-02-27,4.0000,family,25
ms,be,2017-02-27,5.0000,2 person,8
ms,at,2017-02-27,6.0000,2 person,10
ms,au,2017-02-27,4.0000,family,300
ms,nl,2017-02-27,2.0000,family,107
ms,au,2017-02-27,3.0000,family,324
ms,be,2017-02-27,2.0000,2 person,33
ms,us,2017-02-27,3.0000,family,321
ms,au,2017-02-27,3.0000,2 person,2258
ms,us,2017-02-27,6.0000,2 person,16
ms,au,2017-02-27,2.0000,2 person,468
ms,us,2017-02-27,3.0000,2 person,2801
ms,nl,2017-02-27,6.0000,2 person,56
ms,at,2017-02-27,2.0000,family,10
ms,nl,2017-02-27,4.0000,family,41
ms,at,2017-02-27,3.0000,2 person,313
ms,us,2017-02-27,5.0000,2 person,29
ms,de,2017-02-27,2.0000,family,89
ms,be,2017-02-27,3.0000,family,39
ms,de,2017-02-27,2.0000,2 person,488
ms,at,2017-02-27,2.0000,2 person,64
ms,us,2017-02-20,6.0000,2 person,17
ms,au,2017-02-20,2.0000,2 person,426
ms,us,2017-02-20,4.0000,2 person,437
ms,at,2017-02-20,3.0000,2 person,322
ms,be,2017-02-20,4.0000,2 person,63
ms,au,2017-02-20,2.0000,family,162
ms,nl,2017-02-20,2.0000,2 person,98
ms,at,2017-02-20,4.0000,family,22
ms,au,2017-02-20,3.0000,family,272
ms,us,2017-02-20,2.0000,family,655
ms,at,2017-02-20,5.0000,2 person,7
ms,be,2017-02-20,5.0000,2 person,6
ms,be,2017-02-20,6.0000,2 person,7
ms,de,2017-02-20,2.0000,2 person,506
ms,nl,2017-02-20,5.0000,2 person,26
ms,us,2017-02-20,36.0000,z_amazon,3
ms,at,2017-02-20,2.0000,family,10
ms,de,2017-02-20,3.0000,family,165
ms,de,2017-02-20,5.0000,2 person,52
ms,nl,2017-02-20,3.0000,family,183
ms,nl,2017-02-20,2.0000,family,89
ms,at,2017-02-20,2.0000,2 person,57
ms,nl,2017-02-20,4.0000,family,30
ms,de,2017-02-20,4.0000,2 person,309
ms,us,2017-02-20,2.0000,2 person,1528
ms,at,2017-02-20,6.0000,2 person,8
ms,au,2017-02-20,6.0000,2 person,56
ms,de,2017-02-20,4.0000,family,55
ms,us,2017-02-20,3.0000,2 person,2653
ms,de,2017-02-20,3.0000,2 person,815
ms,nl,2017-02-20,6.0000,2 person,60
ms,be,2017-02-20,3.0000,family,58
ms,be,2017-02-20,2.0000,2 person,37
ms,au,2017-02-20,4.0000,family,288
ms,at,2017-02-20,3.0000,family,30
ms,at,2017-02-20,4.0000,2 person,70
ms,us,2017-02-20,5.0000,2 person,38
ms,nl,2017-02-20,3.0000,2 person,1948
ms,au,2017-02-20,4.0000,2 person,607
ms,de,2017-02-20,6.0000,2 person,57
ms,be,2017-02-20,2.0000,family,38
ms,us,2017-02-20,4.0000,family,97
ms,au,2017-02-20,5.0000,2 person,50
ms,de,2017-02-20,2.0000,family,106
ms,nl,2017-02-20,4.0000,2 person,262
ms,be,2017-02-20,3.0000,2 person,388
ms,be,2017-02-20,4.0000,family,18
ms,au,2017-02-20,6.0000,family,2
ms,us,2017-02-20,3.0000,family,316
ms,au,2017-02-20,3.0000,2 person,2197
ms,au,2017-02-13,4.0000,2 person,595
ms,be,2017-02-13,3.0000,2 person,340
ms,be,2017-02-13,3.0000,family,60
ms,us,2017-02-13,4.0000,2 person,407
ms,nl,2017-02-13,3.0000,family,196
ms,us,2017-02-13,4.0000,family,110
ms,us,2017-02-13,5.0000,2 person,23
ms,us,2017-02-13,3.0000,family,320
ms,au,2017-02-13,6.0000,2 person,58
ms,be,2017-02-13,2.0000,family,30
ms,us,2017-02-13,2.0000,family,613
ms,de,2017-02-13,2.0000,family,100
ms,au,2017-02-13,4.0000,family,273
ms,au,2017-02-13,2.0000,2 person,422
ms,be,2017-02-13,6.0000,2 person,10
ms,at,2017-02-13,3.0000,family,25
ms,at,2017-02-13,4.0000,2 person,74
ms,de,2017-02-13,6.0000,2 person,41
ms,us,2017-02-13,6.0000,2 person,18
ms,nl,2017-02-13,3.0000,2 person,1995
ms,de,2017-02-13,3.0000,2 person,699
ms,be,2017-02-13,4.0000,2 person,78
ms,nl,2017-02-13,6.0000,2 person,69
ms,au,2017-02-13,2.0000,family,175
ms,at,2017-02-13,5.0000,2 person,11
ms,au,2017-02-13,3.0000,2 person,2002
ms,us,2017-02-13,2.0000,2 person,1627
ms,be,2017-02-13,2.0000,2 person,35
ms,nl,2017-02-13,5.0000,2 person,42
ms,au,2017-02-13,3.0000,family,286
ms,de,2017-02-13,3.0000,family,180
ms,at,2017-02-13,6.0000,2 person,5
ms,de,2017-02-13,2.0000,2 person,467
ms,be,2017-02-13,4.0000,family,23
ms,be,2017-02-13,5.0000,2 person,5
ms,us,2017-02-13,36.0000,z_amazon,1
ms,at,2017-02-13,4.0000,family,18
ms,de,2017-02-13,4.0000,family,60
ms,nl,2017-02-13,4.0000,2 person,271
ms,us,2017-02-13,3.0000,2 person,2704
ms,at,2017-02-13,3.0000,2 person,328
ms,at,2017-02-13,2.0000,family,12
ms,nl,2017-02-13,4.0000,family,33
ms,nl,2017-02-13,2.0000,2 person,98
ms,at,2017-02-13,2.0000,2 person,65
ms,de,2017-02-13,5.0000,2 person,37
ms,de,2017-02-13,4.0000,2 person,251
ms,nl,2017-02-13,2.0000,family,95
ms,au,2017-02-13,5.0000,2 person,70
ms,at,2017-02-06,2.0000,2 person,54
ms,at,2017-02-06,3.0000,family,18
ms,nl,2017-02-06,5.0000,2 person,39
ms,be,2017-02-06,4.0000,2 person,78
ms,at,2017-02-06,4.0000,2 person,71
ms,be,2017-02-06,2.0000,2 person,44
ms,us,2017-02-06,2.0000,family,666
ms,au,2017-02-06,4.0000,2 person,540
ms,be,2017-02-06,6.0000,2 person,10
ms,us,2017-02-06,3.0000,2 person,2520
ms,nl,2017-02-06,6.0000,2 person,69
ms,au,2017-02-06,3.0000,2 person,1945
ms,at,2017-02-06,6.0000,2 person,7
ms,de,2017-02-06,2.0000,2 person,458
ms,au,2017-02-06,2.0000,family,167
ms,au,2017-02-06,3.0000,family,280
ms,be,2017-02-06,4.0000,family,30
ms,us,2017-02-06,5.0000,2 person,18
ms,at,2017-02-06,5.0000,2 person,7
ms,de,2017-02-06,6.0000,2 person,35
ms,nl,2017-02-06,4.0000,family,37
ms,de,2017-02-06,3.0000,2 person,709
ms,be,2017-02-06,3.0000,2 person,358
ms,nl,2017-02-06,4.0000,2 person,246
ms,be,2017-02-06,3.0000,family,70
ms,nl,2017-02-06,3.0000,2 person,2118
ms,be,2017-02-06,2.0000,family,50
ms,de,2017-02-06,2.0000,family,83
ms,au,2017-02-06,5.0000,2 person,35
ms,at,2017-02-06,3.0000,2 person,314
ms,de,2017-02-06,5.0000,2 person,34
ms,nl,2017-02-06,3.0000,family,254
ms,us,2017-02-06,6.0000,2 person,15
ms,de,2017-02-06,4.0000,family,49
ms,au,2017-02-06,6.0000,2 person,44
ms,be,2017-02-06,5.0000,2 person,6
ms,nl,2017-02-06,2.0000,family,116
ms,au,2017-02-06,4.0000,family,270
ms,de,2017-02-06,3.0000,family,150
ms,us,2017-02-06,4.0000,family,101
ms,at,2017-02-06,2.0000,family,18
ms,nl,2017-02-06,2.0000,2 person,121
ms,de,2017-02-06,4.0000,2 person,251
ms,at,2017-02-06,4.0000,family,10
ms,au,2017-02-06,2.0000,2 person,431
ms,us,2017-02-06,4.0000,2 person,382
ms,us,2017-02-06,2.0000,2 person,1581
ms,us,2017-02-06,3.0000,family,324
ms,be,2017-01-30,4.0000,2 person,83
ms,de,2017-01-30,5.0000,2 person,45
ms,be,2017-01-30,3.0000,family,74
ms,au,2017-01-30,3.0000,family,245
ms,au,2017-01-30,4.0000,2 person,491
ms,au,2017-01-30,6.0000,2 person,43
ms,au,2017-01-30,3.0000,2 person,1884
ms,us,2017-01-30,3.0000,family,348
ms,nl,2017-01-30,3.0000,family,262
ms,au,2017-01-30,2.0000,2 person,398
ms,nl,2017-01-30,2.0000,2 person,118
ms,us,2017-01-30,4.0000,family,112
ms,be,2017-01-30,3.0000,2 person,340
ms,nl,2017-01-30,3.0000,2 person,2121
ms,de,2017-01-30,4.0000,2 person,231
ms,au,2017-01-30,5.0000,2 person,31
ms,de,2017-01-30,3.0000,2 person,712
ms,be,2017-01-30,6.0000,2 person,8
ms,at,2017-01-30,3.0000,2 person,315
ms,au,2017-01-30,4.0000,family,225
ms,de,2017-01-30,3.0000,family,137
ms,be,2017-01-30,2.0000,family,53
ms,be,2017-01-30,4.0000,family,23
ms,at,2017-01-30,2.0000,2 person,56
ms,us,2017-01-30,2.0000,family,651
ms,nl,2017-01-30,2.0000,family,116
ms,at,2017-01-30,5.0000,2 person,6
ms,be,2017-01-30,5.0000,2 person,4
ms,us,2017-01-30,4.0000,2 person,442
ms,au,2017-01-30,2.0000,family,140
ms,de,2017-01-30,2.0000,2 person,449
ms,de,2017-01-30,6.0000,2 person,37
ms,at,2017-01-30,4.0000,2 person,64
ms,de,2017-01-30,2.0000,family,89
ms,nl,2017-01-30,4.0000,2 person,285
ms,us,2017-01-30,2.0000,2 person,1590
ms,at,2017-01-30,3.0000,family,25
ms,nl,2017-01-30,6.0000,2 person,77
ms,nl,2017-01-30,5.0000,2 person,35
ms,us,2017-01-30,6.0000,2 person,18
ms,at,2017-01-30,2.0000,family,12
ms,at,2017-01-30,4.0000,family,15
ms,de,2017-01-30,4.0000,family,47
ms,us,2017-01-30,3.0000,2 person,2590
ms,at,2017-01-30,6.0000,2 person,6
ms,us,2017-01-30,5.0000,2 person,45
ms,nl,2017-01-30,4.0000,family,39
ms,be,2017-01-30,2.0000,2 person,37
ms,au,2017-01-23,6.0000,2 person,41
ms,au,2017-01-23,3.0000,family,199
ms,au,2017-01-23,4.0000,2 person,455
ms,at,2017-01-23,2.0000,2 person,54
ms,be,2017-01-23,6.0000,2 person,5
ms,de,2017-01-23,5.0000,2 person,26
ms,us,2017-01-23,3.0000,2 person,2557
ms,nl,2017-01-23,3.0000,family,248
ms,be,2017-01-23,5.0000,2 person,9
ms,be,2017-01-23,3.0000,family,77
ms,at,2017-01-23,4.0000,2 person,73
ms,us,2017-01-23,4.0000,2 person,406
ms,au,2017-01-23,2.0000,family,129
ms,nl,2017-01-23,4.0000,2 person,236
ms,at,2017-01-23,2.0000,family,8
ms,be,2017-01-23,2.0000,family,36
ms,us,2017-01-23,2.0000,2 person,1546
ms,de,2017-01-23,4.0000,2 person,229
ms,be,2017-01-23,4.0000,2 person,61
ms,at,2017-01-23,3.0000,2 person,305
ms,at,2017-01-23,6.0000,2 person,7
ms,de,2017-01-23,3.0000,family,150
ms,nl,2017-01-23,2.0000,family,109
ms,nl,2017-01-23,6.0000,2 person,68
ms,de,2017-01-23,2.0000,family,90
ms,us,2017-01-23,30.0000,z_amazon,1
ms,de,2017-01-23,4.0000,family,40
ms,nl,2017-01-23,3.0000,2 person,1975
ms,de,2017-01-23,6.0000,2 person,34
ms,at,2017-01-23,3.0000,family,28
ms,us,2017-01-23,5.0000,2 person,24
ms,de,2017-01-23,3.0000,2 person,616
ms,us,2017-01-23,4.0000,family,84
ms,au,2017-01-23,2.0000,2 person,367
ms,nl,2017-01-23,5.0000,2 person,28
ms,be,2017-01-23,2.0000,2 person,27
ms,be,2017-01-23,3.0000,2 person,278
ms,au,2017-01-23,4.0000,family,193
ms,au,2017-01-23,5.0000,2 person,29
ms,nl,2017-01-23,2.0000,2 person,98
ms,be,2017-01-23,4.0000,family,24
ms,us,2017-01-23,6.0000,2 person,16
ms,au,2017-01-23,3.0000,2 person,1683
ms,de,2017-01-23,2.0000,2 person,447
ms,at,2017-01-23,5.0000,2 person,7
ms,nl,2017-01-23,4.0000,family,32
ms,at,2017-01-23,4.0000,family,15
ms,us,2017-01-23,2.0000,family,589
ms,us,2017-01-23,3.0000,family,332
ms,at,2017-01-16,2.0000,family,12
ms,nl,2017-01-16,2.0000,family,106
ms,nl,2017-01-16,8.0000,2 person,1
ms,us,2017-01-16,2.0000,2 person,1684
ms,at,2017-01-16,5.0000,2 person,4
ms,au,2017-01-16,3.0000,2 person,1653
ms,be,2017-01-16,3.0000,family,71
ms,de,2017-01-16,3.0000,2 person,661
ms,us,2017-01-16,5.0000,2 person,22
ms,at,2017-01-16,6.0000,2 person,6
ms,nl,2017-01-16,2.0000,2 person,105
ms,at,2017-01-16,3.0000,family,28
ms,at,2017-01-16,3.0000,2 person,281
ms,nl,2017-01-16,3.0000,family,250
ms,at,2017-01-16,4.0000,family,13
ms,be,2017-01-16,4.0000,family,21
ms,be,2017-01-16,5.0000,2 person,9
ms,de,2017-01-16,6.0000,2 person,33
ms,be,2017-01-16,4.0000,2 person,105
ms,at,2017-01-16,4.0000,2 person,64
ms,us,2017-01-16,6.0000,2 person,24
ms,us,2017-01-16,4.0000,family,103
ms,nl,2017-01-16,5.0000,2 person,44
ms,be,2017-01-16,3.0000,2 person,346
ms,de,2017-01-16,2.0000,2 person,496
ms,us,2017-01-16,3.0000,family,346
ms,nl,2017-01-16,3.0000,2 person,2211
ms,de,2017-01-16,2.0000,family,89
ms,nl,2017-01-16,4.0000,2 person,310
ms,au,2017-01-16,2.0000,2 person,356
ms,au,2017-01-16,4.0000,2 person,427
ms,be,2017-01-16,6.0000,2 person,11
ms,au,2017-01-16,6.0000,2 person,33
ms,nl,2017-01-16,6.0000,2 person,85
ms,au,2017-01-16,2.0000,family,112
ms,us,2017-01-16,2.0000,family,692
ms,au,2017-01-16,3.0000,family,193
ms,us,2017-01-16,4.0000,2 person,463
ms,be,2017-01-16,2.0000,family,45
ms,de,2017-01-16,4.0000,family,33
ms,us,2017-01-16,3.0000,2 person,2987
ms,de,2017-01-16,3.0000,family,162
ms,nl,2017-01-16,4.0000,family,38
ms,be,2017-01-16,2.0000,2 person,44
ms,de,2017-01-16,4.0000,2 person,225
ms,au,2017-01-16,5.0000,2 person,23
ms,de,2017-01-16,5.0000,2 person,35
ms,au,2017-01-16,4.0000,family,166
ms,at,2017-01-16,2.0000,2 person,57
ms,at,2017-01-09,3.0000,family,27
ms,us,2017-01-09,4.0000,2 person,378
ms,us,2017-01-09,6.0000,2 person,16
ms,be,2017-01-09,3.0000,family,77
ms,au,2017-01-09,6.0000,2 person,25
ms,nl,2017-01-09,4.0000,family,38
ms,be,2017-01-09,4.0000,2 person,74
ms,nl,2017-01-09,2.0000,family,92
ms,de,2017-01-09,4.0000,family,37
ms,us,2017-01-09,3.0000,2 person,2745
ms,at,2017-01-09,5.0000,2 person,6
ms,us,2017-01-09,3.0000,family,339
ms,be,2017-01-09,2.0000,2 person,39
ms,au,2017-01-09,3.0000,family,162
ms,at,2017-01-09,3.0000,2 person,309
ms,de,2017-01-09,3.0000,family,148
ms,au,2017-01-09,2.0000,2 person,311
ms,be,2017-01-09,2.0000,family,42
ms,de,2017-01-09,2.0000,family,86
ms,nl,2017-01-09,5.0000,2 person,27
ms,at,2017-01-09,4.0000,family,14
ms,at,2017-01-09,6.0000,2 person,6
ms,au,2017-01-09,2.0000,family,86
ms,be,2017-01-09,4.0000,family,18
ms,at,2017-01-09,2.0000,family,12
ms,de,2017-01-09,2.0000,2 person,451
ms,us,2017-01-09,5.0000,2 person,11
ms,be,2017-01-09,5.0000,2 person,4
ms,be,2017-01-09,3.0000,2 person,320
ms,be,2017-01-09,6.0000,2 person,5
ms,nl,2017-01-09,3.0000,2 person,2000
ms,nl,2017-01-09,3.0000,family,232
ms,us,2017-01-09,2.0000,2 person,1492
ms,de,2017-01-09,6.0000,2 person,38
ms,au,2017-01-09,5.0000,2 person,23
ms,at,2017-01-09,4.0000,2 person,67
ms,au,2017-01-09,4.0000,family,120
ms,de,2017-01-09,4.0000,2 person,231
ms,au,2017-01-09,3.0000,2 person,1447
ms,au,2017-01-09,4.0000,2 person,373
ms,us,2017-01-09,2.0000,family,720
ms,nl,2017-01-09,4.0000,2 person,250
ms,de,2017-01-09,3.0000,2 person,588
ms,nl,2017-01-09,6.0000,2 person,67
ms,de,2017-01-09,5.0000,2 person,38
ms,nl,2017-01-09,2.0000,2 person,99
ms,us,2017-01-09,4.0000,family,102
ms,at,2017-01-09,2.0000,2 person,57
ms,be,2017-01-02,6.0000,2 person,4
ms,us,2017-01-02,2.0000,2 person,1225
ms,us,2017-01-02,6.0000,2 person,27
ms,au,2017-01-02,2.0000,family,60
ms,de,2017-01-02,2.0000,family,73
ms,au,2017-01-02,5.0000,2 person,14
ms,au,2017-01-02,2.0000,2 person,237
ms,be,2017-01-02,5.0000,2 person,2
ms,be,2017-01-02,2.0000,family,38
ms,be,2017-01-02,3.0000,family,49
ms,be,2017-01-02,2.0000,2 person,29
ms,nl,2017-01-02,2.0000,2 person,109
ms,de,2017-01-02,4.0000,2 person,172
ms,de,2017-01-02,5.0000,2 person,21
ms,be,2017-01-02,4.0000,2 person,69
ms,nl,2017-01-02,5.0000,2 person,28
ms,at,2017-01-02,2.0000,family,10
ms,nl,2017-01-02,3.0000,2 person,1795
ms,us,2017-01-02,5.0000,2 person,25
ms,us,2017-01-02,2.0000,family,433
ms,au,2017-01-02,3.0000,family,121
ms,au,2017-01-02,3.0000,2 person,1021
ms,nl,2017-01-02,2.0000,family,61
ms,at,2017-01-02,6.0000,2 person,8
ms,au,2017-01-02,4.0000,2 person,244
ms,au,2017-01-02,6.0000,2 person,17
ms,at,2017-01-02,3.0000,2 person,210
ms,de,2017-01-02,3.0000,family,142
ms,nl,2017-01-02,4.0000,2 person,222
ms,us,2017-01-02,4.0000,2 person,291
ms,de,2017-01-02,3.0000,2 person,501
ms,de,2017-01-02,2.0000,2 person,385
ms,us,2017-01-02,3.0000,2 person,1938
ms,us,2017-01-02,3.0000,family,229
ms,nl,2017-01-02,4.0000,family,36
ms,us,2017-01-02,4.0000,family,70
ms,de,2017-01-02,6.0000,2 person,33
ms,be,2017-01-02,3.0000,2 person,258
ms,at,2017-01-02,3.0000,family,29
ms,at,2017-01-02,4.0000,2 person,48
ms,at,2017-01-02,5.0000,2 person,4
ms,at,2017-01-02,2.0000,2 person,43
ms,nl,2017-01-02,3.0000,family,210
ms,nl,2017-01-02,6.0000,2 person,55
ms,de,2017-01-02,4.0000,family,35
ms,at,2017-01-02,4.0000,family,9
ms,be,2017-01-02,4.0000,family,18
ms,au,2017-01-02,4.0000,family,93
ms,be,2016-12-26,5.0000,2 person,3
ms,au,2016-12-26,5.0000,2 person,13
ms,at,2016-12-26,2.0000,2 person,34
ms,nl,2016-12-26,3.0000,2 person,1181
ms,us,2016-12-26,3.0000,family,215
ms,de,2016-12-26,5.0000,2 person,16
ms,be,2016-12-26,3.0000,family,33
ms,au,2016-12-26,3.0000,2 person,580
ms,nl,2016-12-26,2.0000,2 person,53
ms,au,2016-12-26,2.0000,2 person,154
ms,be,2016-12-26,3.0000,2 person,162
ms,de,2016-12-26,4.0000,family,25
ms,de,2016-12-26,3.0000,2 person,330
ms,nl,2016-12-26,4.0000,family,20
ms,nl,2016-12-26,2.0000,family,34
ms,at,2016-12-26,4.0000,2 person,47
ms,at,2016-12-26,3.0000,family,16
ms,at,2016-12-26,2.0000,family,7
ms,nl,2016-12-26,4.0000,2 person,188
ms,us,2016-12-26,2.0000,family,314
ms,at,2016-12-26,4.0000,family,7
ms,us,2016-12-26,4.0000,2 person,226
ms,us,2016-12-26,3.0000,2 person,1355
ms,au,2016-12-26,6.0000,2 person,16
ms,de,2016-12-26,3.0000,family,83
ms,au,2016-12-26,4.0000,2 person,150
ms,de,2016-12-26,4.0000,2 person,162
ms,us,2016-12-26,2.0000,2 person,865
ms,be,2016-12-26,4.0000,family,9
ms,de,2016-12-26,6.0000,2 person,31
ms,be,2016-12-26,6.0000,2 person,5
ms,at,2016-12-26,5.0000,2 person,4
ms,at,2016-12-26,3.0000,2 person,176
ms,au,2016-12-26,2.0000,family,43
ms,us,2016-12-26,1.0000,family,8
ms,be,2016-12-26,2.0000,2 person,21
ms,au,2016-12-26,4.0000,family,69
ms,us,2016-12-26,5.0000,2 person,17
ms,at,2016-12-26,6.0000,2 person,9
ms,au,2016-12-26,3.0000,family,79
ms,de,2016-12-26,2.0000,2 person,253
ms,be,2016-12-26,4.0000,2 person,37
ms,us,2016-12-26,6.0000,2 person,38
